ProductID,Name,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,Weight,DaysToManufacture,ProductLine,Class,Style,ProductSubcategoryID,ProductModelID,SellStartDate,SellEndDate,DiscontinuedDate,rowguid,ModifiedDate
416,Internal Lock Washer 7,LI-3800,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{3C2AC5BC-3F49-4FA4-8340-BC4CDA983F46},2008-03-11 10:01:36.827000000
417,Internal Lock Washer 6,LI-5160,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{7F175DFE-1669-4EE9-8EEB-7B55FCE9961C},2008-03-11 10:01:36.827000000
418,Internal Lock Washer 10,LI-5800,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{C8323EEC-BDB2-4933-B3C6-24287638AD56},2008-03-11 10:01:36.827000000
419,Internal Lock Washer 1,LI-6000,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{71F8232D-2B59-41AC-99A1-F5EA197671B5},2008-03-11 10:01:36.827000000
420,Internal Lock Washer 8,LI-7160,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{E2F03586-02E8-4CD9-A342-1A8D65D393BD},2008-03-11 10:01:36.827000000
421,Internal Lock Washer 2,LI-8000,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{97741A88-92A1-4E72-B0AA-BCB198A1C378},2008-03-11 10:01:36.827000000
422,Thin-Jam Lock Nut 9,LJ-1213,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{7DA2613B-3347-4072-A1DC-943ADA161D7F},2008-03-11 10:01:36.827000000
423,Thin-Jam Lock Nut 10,LJ-1220,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{A88F15BE-2719-4741-93A4-2D96EF3712EB},2008-03-11 10:01:36.827000000
424,Thin-Jam Lock Nut 1,LJ-1420,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{48461E5D-D58A-47E5-8BA3-CE4430FCA611},2008-03-11 10:01:36.827000000
425,Thin-Jam Lock Nut 2,LJ-1428,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{36187EB6-AD84-47B7-A55E-2941D3435FE2},2008-03-11 10:01:36.827000000
426,Thin-Jam Lock Nut 15,LJ-3410,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{99215648-AFE8-4556-BC80-B6C62AE74FC8},2008-03-11 10:01:36.827000000
427,Thin-Jam Lock Nut 16,LJ-3416,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{B4FC4C32-049C-417F-BBB0-F19CDFD64252},2008-03-11 10:01:36.827000000
428,Thin-Jam Lock Nut 5,LJ-3816,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{A57B7915-2E65-49DE-87BA-ACD007C55ADB},2008-03-11 10:01:36.827000000
429,Thin-Jam Lock Nut 6,LJ-3824,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{5ABD940C-D61F-4108-8312-0EA97E469613},2008-03-11 10:01:36.827000000
430,Thin-Jam Lock Nut 3,LJ-5161,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{9883496F-4785-4BFC-8AF3-C357347B9F89},2008-03-11 10:01:36.827000000
431,Thin-Jam Lock Nut 4,LJ-5162,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{8C5EE683-D93C-4F25-9454-22FAA4C31365},2008-03-11 10:01:36.827000000
432,Thin-Jam Lock Nut 13,LJ-5811,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{38E4A447-3D3C-4087-ABAD-97F006525B52},2008-03-11 10:01:36.827000000
433,Thin-Jam Lock Nut 14,LJ-5818,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{DCE24B6C-76D8-4934-A4F6-C934364943EA},2008-03-11 10:01:36.827000000
434,Thin-Jam Lock Nut 7,LJ-7161,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{344AD07C-CCA5-4374-A3F3-8A7E0A1D9916},2008-03-11 10:01:36.827000000
435,Thin-Jam Lock Nut 8,LJ-7162,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{B2508CF2-C64F-493D-9DB4-0D6601AF1F73},2008-03-11 10:01:36.827000000
436,Thin-Jam Lock Nut 12,LJ-9080,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{5D3E589F-4584-406B-B9CC-3C8C060CB9A5},2008-03-11 10:01:36.827000000
437,Thin-Jam Lock Nut 11,LJ-9161,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{64169A28-161C-4737-B724-F42FFD99DE80},2008-03-11 10:01:36.827000000
438,Lock Nut 5,LN-1024,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{EB4C1D34-4816-4130-BB30-07B4DE4072B6},2008-03-11 10:01:36.827000000
439,Lock Nut 6,LN-1032,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{98CCBB38-4683-486E-BBFE-CBBE4EA63C03},2008-03-11 10:01:36.827000000
440,Lock Nut 16,LN-1213,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{BBFD88F8-28C5-44EE-B625-52E882393DFC},2008-03-11 10:01:36.827000000
441,Lock Nut 17,LN-1220,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{92DC4BA8-A052-45DF-83EC-226F050F876B},2008-03-11 10:01:36.827000000
442,Lock Nut 7,LN-1224,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{D583D825-C707-4529-B6F2-ABFFA21B81EC},2008-03-11 10:01:36.827000000
443,Lock Nut 8,LN-1420,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{E91C3DC2-C99B-4D01-8108-5DDE3C87830A},2008-03-11 10:01:36.827000000
444,Lock Nut 9,LN-1428,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{06534A20-4C00-4824-8BBA-B4E3A5724D93},2008-03-11 10:01:36.827000000
445,Lock Nut 22,LN-3410,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{1E4FA4EC-367E-4D8D-88B4-6CD34D1CFB89},2008-03-11 10:01:36.827000000
446,Lock Nut 23,LN-3416,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{AFA814C8-8EC8-49DB-9FEE-A291197A8FE9},2008-03-11 10:01:36.827000000
447,Lock Nut 12,LN-3816,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{9A751F85-7130-4562-9F22-DB9CAB6E5BBC},2008-03-11 10:01:36.827000000
448,Lock Nut 13,LN-3824,False,False,,1000,750,0,0,,,,,0,,,,,,2002-06-01 00:00:00,,,{06BE8347-45C1-4C40-AFCB-6AB34AD135FB},2008-03-11 10:01:36.827000000
